Player,Position,Team,Opponent,Minutes,Points,Assists,Rebounds,Three Pointers Made,Turnovers,Steals,Blocks,PRA,Scenario,PlayerID
Gradey Dick,SG,TOR,HOU,16.0,7.1,0.9,2.5,1.04,0.6,0.44,0.09,10.5,Default (Sandro & CMB Hedged Starting),20003039
JaKobe Walter,SG,TOR,HOU,3.5,1.4,0.3,0.5,0.24,0.14,0.13,0.04,2.2,Default (Sandro & CMB Hedged Starting),20003197
Brandon Ingram,SF,TOR,HOU,33.0,19.5,4.0,5.2,1.46,2.68,0.76,0.56,28.6,Default (Sandro & CMB Hedged Starting),20001671
Ochai Agbaji,SF,TOR,HOU,18.0,5.5,1.0,2.5,0.79,0.56,0.49,0.29,9.0,Default (Sandro & CMB Hedged Starting),20002861
Scottie Barnes,PF,TOR,HOU,33.5,17.4,4.6,6.8,1.2,2.43,1.28,1.0,28.9,Default (Sandro & CMB Hedged Starting),20002662
Jamison Battle,SF,TOR,HOU,1.0,0.3,0.0,0.2,0.08,0.03,0.02,0.01,0.5,Default (Sandro & CMB Hedged Starting),20003285
Collin Murray-Boyles,PF,TOR,HOU,22.0,9.4,1.6,4.4,0.85,1.65,0.93,1.02,15.4,Default (Sandro & CMB Hedged Starting),20003454
Sandro Mamukelashvili,C,TOR,HOU,23.0,9.0,1.9,6.2,1.13,0.88,0.6,0.62,17.0,Default (Sandro & CMB Hedged Starting),20002708
Jonathan Mogbo,PF,TOR,HOU,10.0,2.9,0.8,2.6,0.12,0.48,0.42,0.33,6.3,Default (Sandro & CMB Hedged Starting),20003237
Keyonte George,PG,UTA,POR,33.0,18.2,6.7,3.5,2.45,3.04,0.83,0.17,28.4,Default,20003044
Walter Clayton Jr.,PG,UTA,POR,19.0,9.4,3.4,2.5,1.24,1.7,0.83,0.34,15.3,Default,20003464
Svi Mykhailiuk,SG,UTA,POR,25.0,10.0,2.6,2.6,2.03,1.19,0.82,0.22,15.3,Default,20002035
Ace Bailey,SF,UTA,POR,17.0,7.2,0.8,3.0,0.73,1.2,0.4,0.57,11.0,Default,20003446
Brice Sensabaugh,SF,UTA,POR,19.0,11.5,1.8,2.9,2.19,1.31,0.58,0.16,16.2,Default,20003050
Cody Williams,SF,UTA,POR,2.5,0.6,0.2,0.3,0.09,0.1,0.06,0.04,1.0,Default,20003195
Taylor Hendricks,PF,UTA,POR,18.5,5.9,0.9,3.6,1.03,0.64,0.71,0.58,10.4,Default,20003040
Lauri Markkanen,SF,UTA,POR,35.0,23.0,2.1,5.7,3.31,1.6,0.85,0.49,30.8,Default,20001831
Kyle Filipowski,C,UTA,POR,24.0,10.3,2.6,5.8,1.22,1.6,0.79,0.39,18.7,Default,20003203
Walker Kessler,C,UTA,POR,29.5,11.1,2.4,10.4,0.29,1.57,0.73,2.46,23.9,Default,20002889
Jusuf Nurkic,C,UTA,POR,17.5,8.0,2.6,6.2,0.52,1.48,0.66,0.58,16.7,Default,20000827
LaMelo Ball,PG,CHA,ORL,34.5,26.5,8.3,5.7,4.09,3.77,1.37,0.24,40.5,Default,20002528
Tre Mann,PG,CHA,ORL,21.5,10.1,3.2,2.8,1.5,1.49,0.66,0.14,16.1,Default,20002676
Collin Sexton,PG,CHA,ORL,30.0,20.0,4.8,2.8,1.5,2.49,0.89,0.12,27.6,Default,20001997
Kon Knueppel,SG,CHA,ORL,30.5,12.2,2.5,4.0,2.41,1.58,0.59,0.22,18.8,Default,20003451
Sion James,SG,CHA,ORL,18.0,4.7,1.4,2.1,0.66,0.68,0.45,0.25,8.2,Default,20003483
Liam McNeeley,SF,CHA,ORL,10.0,3.7,0.8,1.7,0.59,0.56,0.15,0.06,6.3,Default,20003461
Miles Bridges,PF,CHA,ORL,33.0,20.6,3.5,6.8,2.39,1.84,0.75,0.52,30.9,Default,20002003
Tidjane Salaun,PF,CHA,ORL,14.5,4.3,0.8,3.4,0.7,0.61,0.38,0.21,8.5,Default,20003222
Ryan Kalkbrenner,C,CHA,ORL,27.0,8.5,1.2,7.5,0.16,1.49,0.47,1.74,17.1,Default,20003468
Moussa Diabate,C,CHA,ORL,20.0,7.6,0.7,6.7,0.01,1.09,0.75,0.67,15.0,Default,20002903
Mason Plumlee,C,CHA,ORL,1.0,0.3,0.1,0.3,0.0,0.05,0.02,0.03,0.7,Default,20000594
Stephen Curry,PG,GSW,MIL,32.0,25.5,5.4,4.6,4.65,2.34,0.91,0.32,35.6,Default (Hedge Podz and Post starter),20000485
Brandin Podziemski,SG,GSW,MIL,24.5,10.3,2.6,4.8,1.7,1.11,0.81,0.13,17.7,Default (Hedge Podz and Post starter),20003068
Gary Payton II,SG,GSW,MIL,8.5,3.4,0.6,1.6,0.31,0.37,0.46,0.13,5.7,Default (Hedge Podz and Post starter),20001730
Moses Moody,SG,GSW,MIL,20.0,8.7,1.3,2.5,1.58,0.67,0.58,0.24,12.5,Default (Hedge Podz and Post starter),20002655
Will Richard,SG,GSW,MIL,8.5,2.7,0.7,1.3,0.42,0.34,0.36,0.08,4.6,Default (Hedge Podz and Post starter),20003500
Buddy Hield,SG,GSW,MIL,15.5,7.9,1.3,2.1,1.8,0.67,0.49,0.16,11.3,Default (Hedge Podz and Post starter),20001673
Jimmy Butler,SF,GSW,MIL,33.0,19.0,5.2,5.8,1.05,1.48,1.49,0.32,29.9,Default (Hedge Podz and Post starter),20000515
Jonathan Kuminga,PF,GSW,MIL,29.0,16.3,3.0,6.1,1.19,1.85,0.8,0.41,25.4,Default (Hedge Podz and Post starter),20002661
Gui Santos,SF,GSW,MIL,1.0,0.3,0.1,0.2,0.05,0.05,0.03,0.01,0.6,Default (Hedge Podz and Post starter),20002933
Draymond Green,PF,GSW,MIL,29.0,9.2,5.6,6.0,1.36,2.4,1.32,0.91,20.9,Default (Hedge Podz and Post starter),20000482
Al Horford,PF,GSW,MIL,22.0,7.3,1.7,4.6,1.59,0.62,0.44,0.54,13.5,Default (Hedge Podz and Post starter),20000603
Quinten Post,C,GSW,MIL,17.0,6.7,1.2,3.8,1.52,0.75,0.39,0.37,11.7,Default (Hedge Podz and Post starter),20003253
Davion Mitchell,PG,MIA,SAS,31.0,10.4,7.2,2.6,1.45,1.76,1.04,0.19,20.2,Default,20002664
Dru Smith,PG,MIA,SAS,18.0,5.8,2.1,1.7,0.97,0.74,1.1,0.3,9.7,Default,20002759
Jahmir Young,PG,MIA,SAS,1.0,0.4,0.1,0.1,0.05,0.05,0.03,0.01,0.6,Default,20003298
Jaime Jaquez Jr.,SF,MIA,SAS,28.5,14.1,3.8,5.9,0.83,1.77,1.07,0.27,23.8,Default,20003060
Andrew Wiggins,SF,MIA,SAS,32.5,18.3,2.6,4.5,2.19,1.73,1.0,0.69,25.4,Default,20000795
Pelle Larsson,SG,MIA,SAS,24.0,8.8,1.9,2.9,1.44,0.89,0.98,0.24,13.6,Default,20003245
Simone Fontecchio,PF,MIA,SAS,20.5,9.2,1.3,3.1,1.9,0.71,0.54,0.21,13.6,Default,20003009
Keshad Johnson,SF,MIA,SAS,1.0,0.4,0.1,0.3,0.02,0.05,0.03,0.03,0.7,Default,20003260
Nikola Jovic,PF,MIA,SAS,24.0,10.9,2.7,4.3,2.0,1.13,0.74,0.28,17.8,Default,20002888
Bam Adebayo,C,MIA,SAS,35.0,22.2,3.7,9.6,1.5,2.45,1.22,0.67,35.5,Default,20001836
Kelel Ware,C,MIA,SAS,24.5,11.0,0.8,7.8,0.87,1.19,0.72,0.94,19.6,Default,20003207
Cole Anthony,PG,MIL,GSW,23.0,11.1,4.4,3.3,1.33,1.67,0.84,0.63,18.8,Default,20002540
Ryan Rollins,PG,MIL,GSW,28.5,10.7,3.9,3.8,1.52,1.8,1.43,0.54,18.4,Default,20002917
AJ Green,SG,MIL,GSW,25.5,8.4,1.7,2.6,2.44,0.69,0.48,0.12,12.6,Default,20002945
Gary Trent Jr.,SG,MIL,GSW,28.0,12.4,1.6,2.5,2.94,0.7,0.98,0.15,16.5,Default,20002027
Taurean Prince,SF,MIL,GSW,20.0,5.4,1.5,2.3,1.14,0.7,0.63,0.23,9.3,Default,20001680
Amir Coffey,SF,MIL,GSW,11.5,4.0,0.6,1.0,0.59,0.32,0.24,0.08,5.6,Default,20002386
Kyle Kuzma,PF,MIL,GSW,20.0,9.2,1.5,3.3,1.01,1.31,0.36,0.29,14.1,Default,20001858
Giannis Antetokounmpo,PF,MIL,GSW,33.5,29.4,6.7,11.7,0.57,2.93,1.03,1.01,47.8,Default,20000497
Bobby Portis,PF,MIL,GSW,20.0,10.4,1.5,5.8,1.14,0.9,0.5,0.34,17.7,Default,20001420
Myles Turner,C,MIL,GSW,29.0,13.2,1.7,6.4,2.12,1.39,0.58,2.01,21.3,Default,20001424
Jericho Sims,PF,MIL,GSW,1.0,0.1,0.1,0.3,0.0,0.04,0.02,0.04,0.5,Default,20002691
Shai Gilgeous-Alexander,PG,OKC,WAS,32.5,34.5,6.5,5.1,2.25,2.31,1.77,0.85,46.1,Default,20001999
Cason Wallace,PG,OKC,WAS,27.5,9.1,3.2,3.8,1.37,0.83,1.87,0.48,16.1,Default,20003042
Ajay Mitchell,PG,OKC,WAS,24.5,15.2,3.1,3.6,1.33,1.21,1.13,0.2,21.9,Default,20003239
Isaiah Joe,SG,OKC,WAS,17.5,8.3,1.4,2.3,2.12,0.54,0.53,0.16,12.0,Default,20002574
Brooks Barnhizer,SG,OKC,WAS,6.0,1.5,0.3,1.1,0.2,0.23,0.23,0.09,2.8,Default,20003490
Alex Caruso,SG,OKC,WAS,20.0,7.8,2.6,3.0,1.36,0.78,1.71,0.62,13.4,Default,20001801
Luguentz Dort,SF,OKC,WAS,30.5,9.8,1.9,4.4,2.23,0.84,1.2,0.5,16.2,Default,20002339
Aaron Wiggins,SF,OKC,WAS,28.0,16.0,2.2,5.0,2.58,1.03,1.02,0.34,23.2,Default,20002714
Ousmane Dieng,PF,OKC,WAS,2.0,0.7,0.2,0.4,0.11,0.08,0.07,0.03,1.2,Default,20002880
Isaiah Hartenstein,C,OKC,WAS,28.0,11.6,3.3,11.0,0.16,1.82,0.96,1.01,25.9,Default,20001874
Jaylin Williams,C,OKC,WAS,17.5,6.5,2.2,5.2,1.36,0.74,0.55,0.61,14.0,Default,20002921
Branden Carlson,C,OKC,WAS,5.5,2.3,0.3,1.3,0.55,0.21,0.17,0.39,4.0,Default,20003271
Chris Youngblood,SG,OKC,WAS,0.5,0.2,0.0,0.1,0.03,0.02,0.02,0.01,0.3,Default,20003663
Tyus Jones,PG,ORL,CHA,20.0,7.2,3.7,1.8,1.36,0.68,0.74,0.13,12.7,Default (Hedge Black and Jones starter),20001430
Anthony Black,PG,ORL,CHA,28.0,12.0,2.7,3.5,1.04,1.76,1.28,0.81,18.1,Default (Hedge Black and Jones starter),20003038
Desmond Bane,SG,ORL,CHA,33.0,19.9,4.0,5.1,2.38,2.07,1.06,0.39,29.0,Default (Hedge Black and Jones starter),20002555
Jase Richardson,SG,ORL,CHA,8.0,3.0,0.7,0.8,0.38,0.27,0.26,0.11,4.6,Default (Hedge Black and Jones starter),20003456
Franz Wagner,SF,ORL,CHA,33.5,21.8,4.2,5.1,1.84,2.14,1.08,0.32,31.1,Default (Hedge Black and Jones starter),20002654
Jett Howard,SF,ORL,CHA,5.0,1.9,0.4,0.5,0.47,0.19,0.12,0.07,2.8,Default (Hedge Black and Jones starter),20003047
Tristan Da Silva,PF,ORL,CHA,20.0,8.5,1.4,3.0,1.35,0.63,0.53,0.23,12.8,Default (Hedge Black and Jones starter),20003200
Noah Penda,SF,ORL,CHA,9.5,3.0,0.8,1.5,0.44,0.41,0.33,0.14,5.3,Default (Hedge Black and Jones starter),20003476
Paolo Banchero,PF,ORL,CHA,35.0,26.1,4.8,7.4,1.9,2.68,0.91,0.63,38.3,Default (Hedge Black and Jones starter),20002863
Jonathan Isaac,PF,ORL,CHA,4.0,1.5,0.2,1.1,0.19,0.11,0.24,0.25,2.7,Default (Hedge Black and Jones starter),20001830
Wendell Carter Jr.,C,ORL,CHA,29.0,11.0,2.2,8.4,0.78,1.33,0.82,0.61,21.6,Default (Hedge Black and Jones starter),20001996
Goga Bitadze,C,ORL,CHA,15.0,5.0,1.6,4.8,0.12,0.7,0.58,0.91,11.4,Default (Hedge Black and Jones starter),20002282
Dylan Harper,SG,SAS,MIA,26.0,14.0,4.8,4.7,1.06,1.91,0.99,0.38,23.4,Default,20003445
Jordan McLaughlin,PG,SAS,MIA,11.5,3.1,2.1,1.1,0.56,0.44,0.67,0.1,6.2,Default,20002127
Stephon Castle,SG,SAS,MIA,32.0,17.7,5.9,4.7,1.47,2.74,1.1,0.31,28.2,Default,20003192
Devin Vassell,SG,SAS,MIA,33.0,15.9,3.1,4.0,2.72,1.36,1.13,0.44,23.0,Default,20002536
Julian Champagnie,SF,SAS,MIA,27.5,9.4,1.9,4.6,2.01,0.83,0.83,0.52,15.9,Default,20002899
David Jones-Garcia,SF,SAS,MIA,2.0,0.8,0.1,0.3,0.12,0.08,0.05,0.02,1.2,Default,20003278
Keldon Johnson,SF,SAS,MIA,23.5,11.1,1.9,5.0,1.15,0.91,0.58,0.25,18.0,Default,20002309
Carter Bryant,SF,SAS,MIA,10.0,3.3,0.6,2.0,0.58,0.46,0.36,0.35,6.0,Default,20003459
Harrison Barnes,SF,SAS,MIA,28.0,10.4,2.1,3.3,1.64,0.73,0.51,0.17,15.7,Default,20000483
Victor Wembanyama,C,SAS,MIA,33.5,28.6,3.8,12.6,1.76,2.52,1.09,3.66,45.1,Default,20003031
Bismack Biyombo,C,SAS,MIA,13.0,3.3,0.8,3.3,0.0,0.52,0.28,0.55,7.4,Default,20000758
Bub Carrington,PG,WAS,OKC,26.0,8.6,3.7,3.5,1.44,1.58,0.63,0.22,15.8,Default,20003205
Tre Johnson,SG,WAS,OKC,25.5,11.5,2.3,3.3,2.12,1.16,0.51,0.36,17.1,Default,20003449
CJ McCollum,PG,WAS,OKC,29.0,14.8,3.8,3.6,2.22,1.74,0.73,0.35,22.3,Default,20000620
Corey Kispert,SG,WAS,OKC,18.5,7.2,1.3,2.2,1.34,0.79,0.3,0.14,10.8,Default,20002651
Khris Middleton,SF,WAS,OKC,23.5,11.0,2.6,4.1,1.22,1.65,0.75,0.18,17.8,Default,20000500
Will Riley,SF,WAS,OKC,3.0,1.0,0.2,0.5,0.07,0.17,0.04,0.05,1.7,Default,20003457
Bilal Coulibaly,SF,WAS,OKC,22.5,8.1,2.2,3.5,0.9,1.47,0.75,0.45,13.8,Default,20003052
Cam Whitmore,SF,WAS,OKC,16.0,9.0,1.0,3.0,1.07,1.02,0.51,0.22,13.0,Default,20003037
Justin Champagnie,SF,WAS,OKC,1.0,0.3,0.1,0.3,0.04,0.04,0.04,0.03,0.7,Default,20002728
Kyshawn George,SF,WAS,OKC,28.5,13.9,3.4,6.8,2.23,2.15,0.97,0.83,24.1,Default,20003202
Alexandre Sarr,C,WAS,OKC,26.5,13.5,3.0,7.6,1.25,1.98,0.57,1.34,24.1,Default,20003215
Marvin Bagley,C,WAS,OKC,12.0,4.7,0.5,3.4,0.23,0.64,0.25,0.3,8.6,Default,20001995
Tristan Vukcevic,C,WAS,OKC,8.0,4.4,0.6,2.0,0.59,0.64,0.18,0.3,7.0,Default,20003078
Keaton Wallace,PG,ATL,IND,16.0,5.5,2.5,1.5,0.95,1.0,0.61,0.21,9.5,Default,20002757
Vit Krejci,SG,ATL,IND,7.0,2.5,0.9,0.9,0.56,0.3,0.18,0.1,4.2,Default,20002562
Dyson Daniels,SG,ATL,IND,33.0,12.2,5.1,6.3,0.69,2.26,2.7,0.66,23.6,Default,20002878
Nickeil Alexander-Walker,SG,ATL,IND,32.5,17.5,4.0,3.9,2.81,1.75,0.88,0.53,25.4,Default,20002285
Luke Kennard,SG,ATL,IND,24.0,8.1,3.3,2.7,1.48,1.11,0.56,0.09,14.1,Default,20001840
Zaccharie Risacher,SF,ATL,IND,24.5,11.6,1.3,3.7,1.42,1.37,0.66,0.43,16.6,Default,20003213
Jalen Johnson,PF,ATL,IND,33.0,20.2,5.2,8.4,0.86,3.06,1.11,0.68,33.8,Default,20002657
Mouhamed Gueye,PF,ATL,IND,14.0,5.9,0.8,3.5,0.74,0.59,0.47,0.69,10.2,Default,20003015
Asa Newell,PF,ATL,IND,1.0,0.4,0.0,0.3,0.04,0.05,0.02,0.02,0.7,Default,20003460
Kristaps Porzingis,C,ATL,IND,27.0,19.7,2.3,6.7,2.17,1.53,0.69,1.12,28.7,Default,20001406
Onyeka Okongwu,C,ATL,IND,28.0,13.9,2.2,9.1,0.79,1.22,0.75,0.83,25.2,Default,20002531
Payton Pritchard,PG,BOS,PHI,34.0,16.4,5.5,4.7,3.03,1.23,0.91,0.16,26.6,Default,20002551
Anfernee Simons,SG,BOS,PHI,28.0,14.4,3.2,2.5,2.71,1.55,0.58,0.11,20.2,Default,20002007
Derrick White,SG,BOS,PHI,34.0,19.9,5.6,4.6,4.09,1.52,0.93,0.84,30.0,Default,20001856
Jaylen Brown,SF,BOS,PHI,34.0,24.1,5.1,6.2,2.15,2.9,0.99,0.31,35.3,Default,20001672
Hugo Gonzalez,SF,BOS,PHI,2.5,0.7,0.1,0.3,0.07,0.09,0.08,0.04,1.1,Default,20003474
Baylor Scheierman,SG,BOS,PHI,8.0,2.2,0.7,1.5,0.53,0.24,0.23,0.06,4.3,Default,20003208
Sam Hauser,SF,BOS,PHI,24.5,9.9,1.0,3.5,2.85,0.49,0.56,0.24,14.4,Default,20002686
Josh Minott,SF,BOS,PHI,27.0,10.5,2.2,6.2,1.13,0.96,1.32,1.08,18.9,Default,20002913
Chris Boucher,PF,BOS,PHI,2.5,1.1,0.1,0.7,0.14,0.08,0.07,0.1,1.9,Default,20001886
Neemias Queta,C,BOS,PHI,24.5,8.8,1.8,8.3,0.02,1.4,0.61,1.39,18.9,Default,20002678
Luka Garza,C,BOS,PHI,15.0,7.6,1.0,3.9,0.9,0.88,0.33,0.2,12.5,Default,20002684
Xavier Tillman,C,BOS,PHI,6.0,1.8,0.4,1.4,0.22,0.28,0.28,0.19,3.6,Default,20002560
Josh Giddey,SG,CHI,NYK,32.0,18.8,7.7,8.0,1.44,3.53,1.03,0.71,34.4,Default,20002665
Tre Jones,PG,CHI,NYK,30.0,11.7,6.4,3.3,0.69,1.55,1.28,0.18,21.5,Default,20002566
Ayo Dosunmu,PG,CHI,NYK,25.0,12.0,2.7,2.6,1.51,1.2,0.84,0.29,17.3,Default,20002674
Isaac Okoro,SF,CHI,NYK,24.0,7.8,1.5,3.0,1.06,0.89,0.67,0.39,12.3,Default,20002530
Kevin Huerter,SG,CHI,NYK,25.0,11.8,2.2,3.1,2.2,1.11,0.79,0.32,17.1,Default,20001993
Dalen Terry,SF,CHI,NYK,0.5,0.2,0.0,0.1,0.02,0.03,0.02,0.01,0.3,Default,20002897
Julian Phillips,SF,CHI,NYK,6.0,2.0,0.2,0.9,0.27,0.2,0.17,0.11,3.2,Default,20003074
Matas Buzelis,SF,CHI,NYK,31.0,16.9,1.7,5.5,2.0,1.94,0.63,1.46,24.1,Default,20003217
Patrick Williams,SF,CHI,NYK,21.0,7.7,1.3,3.0,1.35,1.32,0.59,0.45,12.0,Default,20002529
Nikola Vucevic,C,CHI,NYK,33.0,18.6,3.7,10.3,1.77,2.09,0.73,0.69,32.5,Default,20000678
Jalen Smith,C,CHI,NYK,12.5,6.7,0.8,4.0,0.86,0.61,0.22,0.48,11.5,Default,20002535
Lonzo Ball,PG,CLE,TOR,24.0,7.9,4.7,3.5,1.82,1.73,1.21,0.31,16.0,Default,20001823
Craig Porter Jr.,PG,CLE,TOR,20.0,8.3,3.0,2.7,0.88,1.38,0.86,0.32,14.0,Default,20003133
Tyrese Proctor,PG,CLE,TOR,11.0,4.1,1.1,1.3,0.56,0.65,0.38,0.13,6.5,Default,20003480
Donovan Mitchell,SG,CLE,TOR,33.0,27.5,5.5,4.2,3.23,2.7,1.46,0.33,37.2,Default,20001844
Luke Travers,SF,CLE,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20002934
DeAndre Hunter,SF,CLE,TOR,30.0,18.7,2.1,4.3,2.82,1.48,0.83,0.33,25.1,Default,20002268
Jaylon Tyson,SF,CLE,TOR,24.0,9.1,2.1,4.0,1.29,1.45,0.82,0.36,15.3,Default,20003233
Dean Wade,PF,CLE,TOR,21.0,6.2,1.2,3.9,1.54,0.49,0.75,0.4,11.3,Default,20002333
NaeQwan Tomlin,PF,CLE,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003392
Evan Mobley,PF,CLE,TOR,34.0,20.2,4.7,9.9,1.78,2.37,1.0,1.81,34.8,Default,20002669
Jarrett Allen,C,CLE,TOR,27.0,13.9,2.0,8.8,0.04,1.27,0.77,0.88,24.7,Default,20001837
Larry Nance Jr.,C,CLE,TOR,16.0,6.8,1.4,3.9,0.79,0.61,0.79,0.34,12.2,Default,20001457
Thomas Bryant,C,CLE,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20001852
Jamal Murray,PG,DEN,POR,35.0,23.1,5.8,4.0,2.67,2.18,1.35,0.42,32.9,Default,20001666
Jalen Pickett,PG,DEN,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003073
Bruce Brown,SF,DEN,POR,17.0,5.8,1.7,2.9,0.47,0.92,0.65,0.21,10.3,Default,20002040
Christian Braun,SG,DEN,POR,31.0,13.3,2.5,4.8,0.92,1.15,1.06,0.4,20.6,Default,20002868
Julian Strawther,SG,DEN,POR,3.0,1.3,0.2,0.3,0.22,0.12,0.09,0.05,1.9,Default,20003071
Cameron Johnson,SF,DEN,POR,29.0,13.1,2.5,4.2,2.19,1.36,0.95,0.42,19.8,Default,20002289
Tim Hardaway Jr.,SG,DEN,POR,21.5,8.9,1.1,1.9,1.81,0.56,0.49,0.12,12.0,Default,20000788
Spencer Jones,SG,DEN,POR,2.5,0.7,0.1,0.4,0.1,0.11,0.13,0.07,1.2,Default,20003396
Aaron Gordon,PF,DEN,POR,32.0,16.3,3.0,5.6,1.8,1.63,0.81,0.5,24.9,Default,20000681
Peyton Watson,SF,DEN,POR,21.0,6.3,1.5,3.1,0.46,0.83,0.66,1.19,11.0,Default,20002920
Nikola Jokic,C,DEN,POR,35.0,26.0,10.1,12.3,1.71,3.23,1.76,0.66,48.4,Default,20001441
Jonas Valanciunas,C,DEN,POR,13.0,6.9,1.5,5.0,0.15,0.94,0.28,0.4,13.4,Default,20000455
RayJ Dennis,PG,IND,ATL,25.0,12.1,5.9,3.5,2.14,1.89,0.86,0.29,21.4,Default,20003293
Quenton Jackson,SG,IND,ATL,16.5,7.4,2.7,2.1,0.61,1.01,0.62,0.14,12.2,Default,20002950
Taelon Peter,SG,IND,ATL,8.0,2.8,0.8,1.2,0.37,0.5,0.33,0.09,4.8,Default,20003498
Mac McClung,PG,IND,ATL,3.0,1.2,0.2,0.4,0.14,0.19,0.16,0.06,1.8,Default,20002741
Ben Sheppard,SG,IND,ATL,29.5,10.0,2.7,4.7,1.59,1.07,1.02,0.28,17.4,Default,20003070
Aaron Nesmith,SF,IND,ATL,33.0,16.4,1.7,5.1,2.79,1.27,1.14,0.51,23.1,Default,20002539
Johnny Furphy,SF,IND,ATL,11.0,3.2,0.6,1.9,0.46,0.44,0.44,0.24,5.7,Default,20003201
Pascal Siakam,PF,IND,ATL,35.0,26.9,6.0,8.6,1.99,2.65,1.09,0.47,41.4,Default,20001710
Jarace Walker,PF,IND,ATL,33.0,14.8,3.7,6.6,2.47,2.37,1.4,0.65,25.1,Default,20003035
Isaiah Jackson,C,IND,ATL,15.0,6.8,0.8,4.2,0.02,0.97,0.6,0.98,11.8,Default,20002673
Jay Huff,C,IND,ATL,17.0,7.6,0.9,3.1,1.29,0.79,0.44,0.9,11.7,Default,20002735
Tony Bradley,C,IND,ATL,14.0,5.9,0.8,4.3,0.1,0.72,0.37,0.52,11.0,Default,20001857
James Harden,PG,LAC,NOP,34.0,21.0,8.5,4.9,2.97,3.57,1.44,0.62,34.4,Default,20000544
Chris Paul,PG,LAC,NOP,15.0,5.3,4.1,1.7,1.02,0.89,0.8,0.11,11.1,Default,20000664
Bradley Beal,SG,LAC,NOP,20.0,9.3,2.3,2.0,1.03,1.14,0.65,0.23,13.7,Default,20000441
Kris Dunn,PG,LAC,NOP,22.0,5.8,2.5,3.0,0.91,0.93,1.56,0.37,11.3,Default,20001670
Bogdan Bogdanovic,SG,LAC,NOP,4.0,1.7,0.5,0.5,0.31,0.19,0.13,0.03,2.6,Default,20001745
Cam Christie,SG,LAC,NOP,2.0,0.9,0.2,0.3,0.14,0.07,0.1,0.03,1.3,Default,20003247
Kawhi Leonard,PF,LAC,NOP,33.0,22.9,3.5,5.9,2.19,1.73,1.65,0.67,32.3,Default,20000646
Derrick Jones Jr.,SF,LAC,NOP,22.0,8.8,0.9,2.7,1.09,0.66,0.86,0.46,12.4,Default,20001796
John Collins,PF,LAC,NOP,24.0,12.6,1.3,6.3,0.95,1.45,0.52,0.87,20.2,Default,20001835
Nicolas Batum,PF,LAC,NOP,15.0,3.9,0.9,2.4,1.09,0.34,0.55,0.39,7.2,Default,20000617
Kobe Brown,PF,LAC,NOP,1.5,0.4,0.1,0.3,0.05,0.06,0.04,0.02,0.9,Default,20003072
Ivica Zubac,C,LAC,NOP,29.5,16.0,2.8,10.6,0.02,1.22,0.49,1.11,29.4,Default,20001694
Brook Lopez,C,LAC,NOP,17.0,8.0,0.9,3.0,1.41,0.54,0.28,1.08,11.8,Default,20000588
Jahmyl Telfort,PF,LAC,NOP,1.0,0.4,0.1,0.2,0.04,0.04,0.03,0.01,0.6,Default,20003539
Luka Doncic,PG,LAL,MEM,37.0,32.2,8.5,8.7,3.82,3.89,1.63,0.51,49.4,Default,20001984
Marcus Smart,SG,LAL,MEM,24.0,8.8,3.3,2.1,1.4,1.7,1.4,0.25,14.3,Default,20000560
Austin Reaves,SG,LAL,MEM,37.0,24.9,7.0,4.6,2.99,3.62,1.07,0.36,36.5,Default,20002720
Dalton Knecht,SF,LAL,MEM,12.0,5.2,0.6,1.6,0.94,0.4,0.2,0.11,7.4,Default,20003194
Jake LaRavia,PF,LAL,MEM,28.0,9.1,2.3,4.6,1.54,1.29,1.07,0.41,16.1,Default,20002910
Rui Hachimura,PF,LAL,MEM,34.0,13.9,1.7,5.1,1.89,1.01,0.74,0.41,20.7,Default,20002275
Jarred Vanderbilt,PF,LAL,MEM,20.0,5.6,1.6,5.5,0.35,0.92,1.19,0.34,12.6,Default,20002015
Deandre Ayton,C,LAL,MEM,34.0,16.1,1.8,10.2,0.2,2.25,0.93,1.07,28.1,Default,20001990
Jaxson Hayes,PF,LAL,MEM,14.0,5.0,0.8,3.3,0.01,0.69,0.45,0.57,9.2,Default,20002274
Ja Morant,PG,MEM,LAL,31.0,26.1,7.9,3.9,1.83,3.32,1.2,0.24,37.9,Default,20002266
Javon Small,PG,MEM,LAL,15.0,5.6,3.1,1.5,0.93,1.41,0.49,0.13,10.2,Default,20003493
John Konchar,SF,MEM,LAL,15.0,3.5,1.2,3.7,0.67,0.45,0.7,0.33,8.5,Default,20002318
Kentavious Caldwell-Pope,SG,MEM,LAL,24.5,9.0,2.6,2.5,1.64,0.88,1.02,0.29,14.1,Default,20000811
Cam Spencer,PG,MEM,LAL,16.0,6.9,2.5,2.3,1.37,0.76,0.49,0.12,11.7,Default,20003254
Jaylen Wells,SF,MEM,LAL,27.5,10.8,1.8,3.5,1.93,0.91,0.74,0.16,16.0,Default,20003240
Vince Williams Jr.,SF,MEM,LAL,6.0,2.3,0.7,1.3,0.39,0.34,0.19,0.08,4.3,Default,20002927
